hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
Perturb and Combine to Identify Influential Spreaders in Real-World Networks,2019,hal-01958973,ASONAM 2019 - IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,IEEE International Conference on Document Analysis and Recognition,ICDAR,CORE2021,A,4605,48,score
Perturb and Combine to Identify Influential Spreaders in Real-World Networks,2019,hal-01958973,ASONAM 2019 - IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,International Conference on Advances in Mobile Computing and Multimedia,MOMM,CORE2021,B,4606,48,score
Finding Complementary and Reliable Patterns in Displacement Field Time Series of Alpine Glaciers,2018,hal-01868749,IGARSS 2018 - IEEE International Geoscience and Remote Sensing Symposium,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2021,C,4601,,token
M\'emorisation de Commandes: Positions Spatiales versus Gestes Directionnels,2018,hal-01898325,Proceedings of the 30e Conference Francophone sur l'Interaction Homme-Machine,International Conference on Neural Information Processing,ICONIP,CORE2021,B,4611,44,score
M\'emorisation de Commandes: Positions Spatiales versus Gestes Directionnels,2018,hal-01898325,Proceedings of the 30e Conference Francophone sur l'Interaction Homme-Machine,Proceedings MIT Conferences on Computational Solid and Fluid Mechanics,,ERA2010,A, 905,44,score
Modular Software Fault Isolation as Abstract Interpretation,2018,hal-01894116,SAS 2018 - 25th International Static Analysis Symposium,Static Analysis Symposium,SAS,CORE2021,B,4612,,token
Scale Free Controllability of Large-Scale Networks: an Output Controllability Approach,2018,hal-01953539,CDC 2018 - 57th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
Generalized Feistel Networks with Optimal Diffusion,2018,hal-01953351,Dagstuhl Seminar 18021 Symmetric Cryptography,Selected Areas in Cryptography,SAC,CORE2021,B,4604,26,score
"Bilevel optimisation, pricing and Stackelberg problems",2018,hal-01958961,Winter School on Network Optimization,SIAM Conference on Optimization,OP,CORE2021,C,4602,18,score
BiasedWalk: Biased Sampling for Representation Learning on Graphs,2018,hal-01958902,"International Workshop on High Performance Big Graph Data Management, Analysis, and Mining (BigGraphs)",,,,,,,
Put That There,2018,hal-02122093,ICMI 2018 - 20th ACM International Conference on Multimodal Interaction,International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),ICMI,CORE2021,B,4608,,token
"Motion Estimation Under Location Uncertainty, Application To Large-Scale Characterization Of A Mixing Layer",2018,hal-01957938,19th International Symposium on the Application of Laser and Imaging Techniques to Fluid Mechanics,International Symposium on Applications and the Internet,SAINT,CORE2018,C, 899,47,score
"Motion Estimation Under Location Uncertainty, Application To Large-Scale Characterization Of A Mixing Layer",2018,hal-01957938,19th International Symposium on the Application of Laser and Imaging Techniques to Fluid Mechanics,International Symposium on Communications and Information Technologies,ISCIT,ERA2010,B,1005,47,score
Copula-Based Interference Models for IoT Wireless Networks,2019,hal-02065780,ICC 2019 - 53rd IEEE International Conference on Communications,IEEE International Conference on Communications,ICC,CORE2018,B,1006,,token
Improving Domain Adaptation By Source Selection,2019,hal-02136378,ICIP 2019 - IEEE International Conference on Image Processing,IEEE International Conference on Image Processing,ICIP,CORE2021,B,4603,,token
Exploiting Interaction Affordances: On Engineering Autonomous Systems for the Web of Things,2019,hal-02196903,Second W3C Workshop on the Web of Things The Open Web to Challenge IoT Fragmentation,,,,,,,
Classification de s\'eries temporelles bas\'ee sur des ''shapelets'' interpr\'etables par r\'eseaux de neurones antagonistes,2019,hal-02268004,CAp 2019 - Conf\'erence sur l'Apprentissage automatique,Canadian Conference on Computational Geometry,CCCG,ERA2010,C, 802,31,score
Multi-domain non-cooperative VNF-FG embedding: A deep reinforcement learning approach,2019,hal-02088819,INFOCOM 2019 - IEEE International Conference on Computer Communications,IEEE International Conference on Computer Communications,INFOCOM,CORE2021,A,4606,,token
Un algorithme de pond\'eration de la F-Mesure par pond\'eration des erreurs de classfication.,2018,hal-01803183,Conf\'erence pour l'Apprentissage Automatique,Conference on Learning Theory,COLT,CORE2021,A,4611,23,score
Spectral dominance of complex roots for single-delay linear equations,2020,hal-02422707,IFAC 2020 - 21st IFAC World Congress,International Federation of Automatic Control World Congress,IFAC,CORE2018,C,,,token
MNPR: A Framework for Real-Time Expressive Non-Photorealistic Rendering of 3D Computer Graphics,2018,hal-01814332,Expressive '18 - The Joint Symposium on Computational Aesthetics and Sketch Based Interfaces and Modeling and Non-Photorealistic Animation and Rendering,,,,,,,
Disorder Engineering in Complex Nanostructured Surfaces to Control Light Scattering and Trapping,2018,hal-01824241,"Workshop on Correlated Disorder, Hyperuniformity and Local Self-Uniformity",Workshop on Computational Geometry and Applications,CGA,CORE2018,C, 802,41,score
Disorder Engineering in Complex Nanostructured Surfaces to Control Light Scattering and Trapping,2018,hal-01824241,"Workshop on Correlated Disorder, Hyperuniformity and Local Self-Uniformity",Workshop on Computational Graph Theory and Combinatorics,WCGTC,CORE2018,C, 802,41,score
Transport Optimal sous Contrainte de R\'egularit\'e pour l'Adaptation de Domaines entre Graphes avec Attributs,2019,hal-02154883,GRETSI 2019 - XXVII\`eme Colloque francophonede traitement du signal et des images,,,,,,,
Modular Moose: A new generation software reverse engineering environment,2020,hal-02972159,International Conference on Software Reuse,International Conference on Software Reuse,ICSR,CORE2021,B,4612,0,score
Migrating GWT to Angular 6 using MDE,2019,hal-02304301,SATToSE 2019 - 12th Seminar on Advanced Techniques \& Tools for Software Evolution,"Reflection, AOP and Meta-Data for Software Evolution",RAMSE,CORE2018,C, 803,46,score
Validity of summary statistics-based mixed-effects group fMRI,2018,inserm-01887911,OHBM 2018 - 24th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Cognitive Science Society,CogSci,CORE2021,A,4602,44,score
Validity of summary statistics-based mixed-effects group fMRI,2018,inserm-01887911,OHBM 2018 - 24th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Decision Sciences Institute,DSI,CORE2018,C, 806,44,score
Invariant Safety for Distributed Applications,2019,hal-02052012,Workshop on Principles and Practice of Consistency for Distributed Data (PaPoC),Workshop on Nature Inspired Distributed Computing,NISDIC,CORE2018,C, 805,44,score
A formal analysis of the Neuch\^atel e-voting protocol,2018,hal-01647150,EuroS\&P 2018 - 3rd IEEE European Symposium on Security and Privacy,IEEE European Symposium on Security and Privacy,EuroSP,CORE2021,NEW,4604,19,score
Voxel-wise Comparison with a-contrario Analysis for Automated Segmentation of Multiple Sclerosis Lesions from Multimodal MRI,2018,inserm-01888928,MICCAI BrainLes 2018 workshop,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,4601,,token
Efficacy of EEG-fMRI Neurofeedback in stroke in relation to the DTI structural damage: a pilot study,2019,hal-02265495,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Cognitive Science Society,CogSci,CORE2021,A,4602,44,score
Efficacy of EEG-fMRI Neurofeedback in stroke in relation to the DTI structural damage: a pilot study,2019,hal-02265495,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Decision Sciences Institute,DSI,CORE2018,C, 806,44,score
Impact of 1D and 2D visualisation on EEG-fMRI neurofeedback training during a motor imagery task.,2020,inserm-02489459,ISBI 2020 - IEEE International Symposium on Biomedical Imaging,IEEE International Symposium on Biomedical Imaging,,ERA2010,A, 903,11,score
Can we learn from coupling EEG-fMRI to enhance neuro-feedback in EEG only?,2019,inserm-02074623,OHBM 2019 - Annual Meeting Organization for Human Brain Mapping,TMS Annual Meeting and Exhibition,,ERA2010,B, 914,38,score
The use of haptic feedback in Brain-Computer Interfaces and Neurofeedback,2019,hal-02387408,CORTICO 2019 - Journ\'ee Jeunes Chercheurs en Interfaces Cerveau-Ordinateur et Neurofeedback,,,,,,,
Dynamical modeling of reaction networks and biased signaling. Mathematics of system biology,2020,hal-03727411,8th Workshop of the GDR35 - Bioinformatics and biomathematical approaches to integrate the GPCR signals,,,,,,,
"Analyse diff\'erentielle de donn\'ees Hi-C via la Classification Ascendante Hi\'erarchique sous Contrainte de Contigu\""it\'e",2020,hal-02892664,52\`emes Journ\'ees de Statistiques de la SFdS,International Geostatistics Congress,,ERA2010,A, 914,28,score
Modeling GPCR-induced biased signalingTowards a system biology definition of drugs selectivity,2020,hal-03115093,9th GDR3545-GPCR international meeting,Computer Graphics International,CGI,CORE2021,B,4607,23,score
Modeling GPCR-induced biased signalingTowards a system biology definition of drugs selectivity,2020,hal-03115093,9th GDR3545-GPCR international meeting,GeoShanghai International Conferences,GeoShanghai,ERA2010,A, 905,23,score
Modeling GPCR-induced biased signalingTowards a system biology definition of drugs selectivity,2020,hal-03115093,9th GDR3545-GPCR international meeting,NACE International - Corrosion,,ERA2010,A, 913,23,score
Building a more collaborative neuroimaging science,2020,inserm-02909432,Think Open Rovereto Workshop 2020,Chilean Database Workshop,JCCWBDCDW,ERA2010,C, 804,20,score
Building a more collaborative neuroimaging science,2020,inserm-02909432,Think Open Rovereto Workshop 2020,European Lisp Workshop,ELW,CORE2018,C, 803,20,score
Unbiased longitudinal brain atlas creation using robust linear registration and log-Euclidean framework for diffeomorphisms,2019,inserm-02099958,ISBI 2019 - 16th IEEE International Symposium on Biomedical Imaging,IEEE International Symposium on Biomedical Imaging,,ERA2010,A, 903,16,score
The use of haptic feedback in Brain-Computer Interfaces and Neurofeedback,2019,hal-02387400,rtFIN 2019 - Real Time Functional Imaging and Neurofeedback,International Conference on Image and Graphics,ICIG,CORE2021,National China,4607,37,score
The use of haptic feedback in Brain-Computer Interfaces and Neurofeedback,2019,hal-02387400,rtFIN 2019 - Real Time Functional Imaging and Neurofeedback,International Towing Tank Conference,,ERA2010,A, 911,37,score
Investigating an optimal duration of acquisition in resting-state ASL,2019,inserm-02150255,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Cognitive Science Society,CogSci,CORE2021,A,4602,44,score
Investigating an optimal duration of acquisition in resting-state ASL,2019,inserm-02150255,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,Annual Meeting of the Decision Sciences Institute,DSI,CORE2018,C, 806,44,score
Towards large-scale brain imaging studies,2020,inserm-03058348,workshop Virtual 2020 - Inteligencia Articicial en imagenes medicas,International Conference on Artificial Intelligence and Law,ICAIL,CORE2021,C,4602,42,score
Towards large-scale brain imaging studies,2020,inserm-03058348,workshop Virtual 2020 - Inteligencia Articicial en imagenes medicas,Workshop on Algorithm Engineering and Experiments,ALENEX,CORE2021,A,4613,42,score
Towards large-scale brain imaging studies,2020,inserm-03058348,workshop Virtual 2020 - Inteligencia Articicial en imagenes medicas,Workshop on Analytic Algorithmics and Combinatorics,ANALCO,CORE2021,B,4613,42,score
Towards large-scale brain imaging studies,2020,inserm-03058348,workshop Virtual 2020 - Inteligencia Articicial en imagenes medicas,Workshop on Security and Privacy in e-Commerce,SPEC,CORE2018,C, 806,42,score
Recent progresses in data and knowledge integration for decision support in agri-food chains,2019,hal-02284538,IC 2019 - 30es Journ\'ees francophones d'Ing\'enierie des Connaissances,International Conference on Internet Computing,IC,CORE2018,B, 806,,token
Multi-Dimensional Diffusion MRI Sampling Scheme: B-tensor Design and Accurate Signal Reconstruction,2019,inserm-02065830,ISMRM 2019 - 27th Annual Meeting \& Exhibition,TMS Annual Meeting and Exhibition,,ERA2010,B, 914,18,score
"Individual variation, network heterogeneity and linguistic complexity: which way does the relationship go?",2019,hal-03900506,Interaction and the Evolution of Linguistic Complexity,Interaction,Interaction,CORE2018,C, 806,,token
Large-scale Stereo-PIV measurement of the flow inside an urban street canyon in outdoor conditions,2019,hal-02330267,ISPIV2019 - 13th International Symposium on Particle Image Velocimetry,IEEE International Symposium on Artificial Life,IEEE Alife,CORE2021,C,4602,30,score
"Modeling the climate dependency of the run-of-river based hydro power generation using machine learning techniques: an application to French, Portuguese and Spanish cases",2019,hal-02302376,EMS 2019 Annual Meeting,AIChE Annual Meeting,,ERA2010,C,   9,8,score
